     Time	  Accel	     IntAccel	     SG1	   SG2	      SG3	       
    9.859000   142.575400  -175.516266   -30.259779    11.569521   6.11089280 
    9.860000   144.467400  -175.516266   -29.321679     8.443521   5.79789280 
    9.861000   149.198400  -182.874266   -26.819979    17.508821  10.17969280 
    9.862000   150.145400  -184.713266   -19.940479    25.011121  16.75239280 
    9.863000   149.198400  -186.552266   -11.184679    23.760721  10.80569280 
    9.864000   147.306400  -184.713266   -10.871979    22.822921   1.41609280 
    9.865000   146.360400  -182.874266   -13.060879    21.572621   1.41609280 
    9.866000   145.413400  -184.713266   -23.067479    20.322221   4.85889280 
    9.867000   152.983400  -190.231266   -23.067479    19.071821   5.48489280 
    9.868000   159.607400  -190.231266   -18.689579    12.507321   6.73679280 
    9.869000   153.930400  -195.749266   -16.813379     9.068721   2.98099280 
    9.870000   146.360400  -195.749266   -17.126079    17.508821   0.16409280 
    9.871000   142.575400  -203.106266   -12.748179    27.199321   2.35499280 
    9.872000   148.252400  -210.463266   -16.813379    33.138621   7.98879280 
    9.873000   154.876400  -212.303266   -20.878579    28.449721  10.80569280 
    9.874000   152.983400  -199.427266   -12.435479    22.510321   8.61479280 
    9.875000   151.091400  -199.427266    -8.057579    18.134021   7.36279280 
    9.876000   149.198400  -208.624266    -9.621179    20.009621   9.55369280 
    9.877000   148.252400  -208.624266   -16.187979    23.448121  11.43159280 
    9.878000   145.413400  -208.624266   -17.751479    25.011121   5.79789280 
    9.879000   153.930400  -217.821266   -18.376879    26.574121   1.10309280 
    9.880000   167.177400  -227.017266   -20.565879    31.263021  -5.46960720 
    9.881000   170.962400  -236.214266   -11.497379    32.513421  -4.21770720 
    9.882000   168.123400  -234.375266    -8.370279    30.012721   2.04199280 
    9.883000   170.962400  -234.375266   -20.253179    27.824521  -2.02680720 
